nim,nama_mhs,kode_mk,nama_mk,sks,nidn_dosen,nama_dosen,nohp_mhs
202000029,Puji Tarihoran,SI076,Teknik Kompilasi,4,0100000038,"Nardi Hassanah, S.T., M.Eng.",0812-7810-8013
202000748,Umaya Wacana,SI095,Game Development,4,0100000032,"Prof. Dr. Danang Hutapea, M.Kom., Ph.D.",0851-8765-3269
202000155,Lega Pratama,SI096,Natural Language Processing,3,0100000033,"Dr. Marwata Wijayanti, S.T., M.Eng.",0857-1656-0494
202000887,Elisa Suryatmi,SI074,Jaringan Syaraf Tiruan,4,0100000028,"Dr. Samsul Hutapea, S.Kom., M.MSI",0851-9659-1713
202000188,Okta Suryono,SI023,Keamanan Informasi,4,0100000002,"Bakidin Thamrin, S.Kom., M.Kom.",0858-9270-6537
202000383,Yani Rahimah,SI011,Blockchain Technology,4,0100000033,"Dr. Marwata Wijayanti, S.T., M.Eng.",0858-6353-6541
202000508,Gara Halimah,SI039,Kalkulus I,4,0100000005,"Yessi Hariyah, S.Si., M.Cs.",0811-6200-3424
202000813,Hasan Sihombing,SI019,Basis Data,4,0100000012,"Dr. Bakda Sihotang, S.T., M.Eng.",0813-5701-6580
202000190,Hesti Sihombing,SI038,Sistem Informasi Manajemen,2,0100000038,"Nardi Hassanah, S.T., M.Eng.",0823-9774-6886
202000015,Maria Setiawan,SI034,Statistika Probabilitas,3,0100000037,"Yance Handayani, Ph.D.",0851-6978-4801
202000662,Vanya Saptono,SI087,Virtual Reality,3,0100000033,"Dr. Marwata Wijayanti, S.T., M.Eng.",0823-3559-0425
202000220,Nasrullah Pranowo,SI023,Keamanan Informasi,4,0100000002,"Bakidin Thamrin, S.Kom., M.Kom.",0823-8957-8291
202000430,Luwar Ramadan,SI013,Ethical Hacking,4,0100000029,"Ir. Satya Suartini, S.T., M.Eng.",0852-7418-6256
202000111,Lintang Puspasari,SI069,DevOps Engineering,2,0100000031,"Langgeng Sinaga, M.Kom., Ph.D.",0812-3171-2748
202000849,Erik Rajasa,SI080,Manajemen Proyek TI,2,0100000005,"Yessi Hariyah, S.Si., M.Cs.",0857-5044-8183
202000053,Jessica Sihotang,SI005,Komputasi Serverless,4,0100000019,"Talia Sitompul, S.Kom., M.T.",0853-3561-5951
202000198,Galang Saputra,SI040,Logika Fuzzy,4,0100000018,"Ir. Nasab Hardiansyah, S.Si., M.Cs.",0812-0369-7117
202000392,Sakti Tarihoran,SI068,Grafika Komputer,2,0100000030,"Gatra Palastri, S.Kom., M.Kom.",0857-2344-5655
202000442,Lukita Budiman,SI013,Ethical Hacking,4,0100000029,"Ir. Satya Suartini, S.T., M.Eng.",0857-6065-3074
202000705,Ian Pradipta,SI049,PBO Lanjut,2,0100000031,"Langgeng Sinaga, M.Kom., Ph.D.",0858-9469-5489
202000221,Wirda Prayoga,SI007,Algoritma Genetika,4,0100000005,"Yessi Hariyah, S.Si., M.Cs.",0812-4678-6691
202000487,Dartono Palastri,SI002,Information Retrieval,3,0100000039,"Bakiadi Thamrin, S.Kom., M.Kom.",0857-2771-6701
202000153,Tina Laksita,SI070,Pemrograman Mikrokontroler,2,0100000026,"Dr. Oman Maryati, S.T., M.T.",0823-2711-1161
202000409,Irwan Thamrin,SI058,Visualisasi Data,3,0100000026,"Dr. Oman Maryati, S.T., M.T.",0821-9652-2395
202000174,Karman Putra,SI008,Natural Language Processing,2,0100000026,"Dr. Oman Maryati, S.T., M.T.",0856-9799-5527
202000957,Jarwi Winarno,SI020,Sistem Terdistribusi,4,0100000045,"Dewi Wastuti, S.Kom., M.MSI",0852-7079-3349
202000798,Carub Saputra,SI005,Komputasi Serverless,4,0100000019,"Talia Sitompul, S.Kom., M.T.",0821-6459-7010
202000033,Labuh Hutapea,SI077,E-Commerce Strategy,3,0100000036,"Dr. Simon Marbun, S.T., M.Eng.",0811-9788-2081
202000344,Warji Mahendra,SI100,DevOps Engineering,3,0100000025,"Zalindra Mandasari, S.Kom., M.T.",0823-0723-6887
202000401,Joko Irawan,SI054,Data Warehouse,4,0100000029,"Ir. Satya Suartini, S.T., M.Eng.",0812-0702-9667
202000739,Michelle Nuraini,SI018,Algoritma dan Pemrograman,4,0100000031,"Langgeng Sinaga, M.Kom., Ph.D.",0821-2902-2784
202000072,Fitria Ramadan,SI074,Jaringan Syaraf Tiruan,4,0100000028,"Dr. Samsul Hutapea, S.Kom., M.MSI",0851-5375-5646
202000370,Wadi Rajasa,SI026,Sinyal Digital,2,0100000050,"Dr. Cahyanto Prakasa, S.Kom., M.T.",0851-1379-1805
202000420,Cengkir Sihombing,SI070,Pemrograman Mikrokontroler,2,0100000026,"Dr. Oman Maryati, S.T., M.T.",0811-4331-5410
202000598,Martaka Hakim,SI004,Augmented Reality,4,0100000014,"Raden Palastri, S.Kom., M.MSI",0811-3471-7545
202000011,Asmadi Purwanti,SI044,Komputasi Paralel,4,0100000029,"Ir. Satya Suartini, S.T., M.Eng.",0851-4139-5376
202000477,Adhiarja Wasita,SI061,Sistem Pakar,3,0100000023,"Prof. Dr. Prasetyo Sirait, S.Kom., M.MSI",0853-9141-1739
202000620,Yance Ramadan,SI041,Quantum Computing Intro,4,0100000044,"Prof. Dr. Rosman Utama, M.Kom., Ph.D.",0858-0312-0735
202000031,Cahyono Gunawan,SI008,Natural Language Processing,2,0100000026,"Dr. Oman Maryati, S.T., M.T.",0811-6474-6872
202000099,Hasna Marbun,SI064,Smart City,2,0100000010,"Dr. Langgeng Pangestu, S.Kom., M.Kom.",0858-7134-9361
202000250,Lutfan Fujiati,SI018,Algoritma dan Pemrograman,4,0100000031,"Langgeng Sinaga, M.Kom., Ph.D.",0857-4973-3484
202000342,Uli Wastuti,SI073,Kalkulus II,3,0100000042,"Ir. Balijan Hutagalung, S.T., M.Eng.",0813-9662-7828
202000989,Najam Hidayat,SI002,Information Retrieval,3,0100000039,"Bakiadi Thamrin, S.Kom., M.Kom.",0821-7158-6988
202000027,Candrakanta Puspasari,SI060,Manajemen Basis Data Lanjut,2,0100000007,"Rina Najmudin, M.Kom., Ph.D.",0852-0106-5133
202000473,Tania Hutapea,SI012,Deep Learning,4,0100000022,"Raharja Farida, S.Kom., M.Kom.",0853-2150-6489
202000195,Daniswara Mansur,SI097,Arsitektur Microservices,3,0100000049,"Bagiya Mahendra, S.Kom., M.Kom.",0823-1522-0472
202000671,Rahmi Hariyah,SI058,Visualisasi Data,3,0100000026,"Dr. Oman Maryati, S.T., M.T.",0853-7800-3845
202000176,Jati Saptono,SI021,Semantic Web,3,0100000035,"Tri Suartini, S.Kom., M.MSI",0812-4770-0541
202000096,Cahyo Nasyidah,SI014,Digital Forensics,2,0100000043,"Dr. Usyi Uyainah, S.T., M.T.",0822-9909-1334
202000210,Tasdik Puspasari,SI070,Pemrograman Mikrokontroler,2,0100000026,"Dr. Oman Maryati, S.T., M.T.",0822-7962-7570
202000580,Shakila Mangunsong,SI006,Pemrograman Web,2,0100000048,"Prof. Dr. Violet Farida, Ph.D.",0853-4518-4894
202000762,Rizki Thamrin,SI066,Sistem Tertanam,2,0100000034,"Lantar Samosir, S.Kom., M.T.",0852-4783-6674
202000484,Karsana Utami,SI010,Pemrograman Lintas Platform,3,0100000028,"Dr. Samsul Hutapea, S.Kom., M.MSI",0823-2166-7467
202000671,Rahmi Hariyah,SI050,Bioinformatika,2,0100000038,"Nardi Hassanah, S.T., M.Eng.",0853-7800-3845
202000191,Padma Yolanda,SI016,Manajemen Proyek TI,4,0100000022,"Raharja Farida, S.Kom., M.Kom.",0813-3924-0758
202000026,Drajat Waluyo,SI033,Internet of Things (IoT),4,0100000026,"Dr. Oman Maryati, S.T., M.T.",0852-6311-6566
202000324,Zulfa Mangunsong,SI091,Rekayasa Perangkat Lunak,2,0100000028,"Dr. Samsul Hutapea, S.Kom., M.MSI",0813-8073-7416
202000793,Martaka Purnawati,SI036,Pengembangan Aplikasi Mobile,2,0100000043,"Dr. Usyi Uyainah, S.T., M.T.",0857-4876-3290
202000762,Rizki Thamrin,SI053,Analisis Desain Sistem,2,0100000050,"Dr. Cahyanto Prakasa, S.Kom., M.T.",0852-4783-6674
202000812,Balapati Ardianto,SI015,Reinforcement Learning,3,0100000014,"Raden Palastri, S.Kom., M.MSI",0813-7990-7726
202000508,Gara Halimah,SI015,Reinforcement Learning,3,0100000014,"Raden Palastri, S.Kom., M.MSI",0811-6200-3424
202000584,Salsabila Hutapea,SI022,Mobile Programming,4,0100000042,"Ir. Balijan Hutagalung, S.T., M.Eng.",0812-6518-2755
202000561,Tugiman Nasyiah,SI009,Aljabar Linear,2,0100000047,"Edison Sudiati, S.T., M.Eng.",0811-8811-7298
202000486,Harto Anggraini,SI001,Pengolahan Citra Digital,2,0100000004,"Dr. Syahrini Natsir, S.Kom., M.Kom.",0852-9729-6590
202000466,Timbul Salahudin,SI033,Internet of Things (IoT),4,0100000026,"Dr. Oman Maryati, S.T., M.T.",0852-4329-2712
202000314,Raina Saefullah,SI032,Jaringan Komputer,3,0100000032,"Prof. Dr. Danang Hutapea, M.Kom., Ph.D.",0813-1267-8886
202000417,Jaya Kusmawati,SI007,Algoritma Genetika,4,0100000005,"Yessi Hariyah, S.Si., M.Cs.",0858-4220-9690
202000149,Adhiarja Wibisono,SI029,Audit Sistem Informasi,4,0100000046,"Prof. Dr. Galuh Dabukke, S.Si., M.Cs.",0823-9212-4998
202000778,Aslijan Sudiati,SI039,Kalkulus I,4,0100000005,"Yessi Hariyah, S.Si., M.Cs.",0856-8554-6015
202000301,Zulaikha Maryati,SI017,Struktur Data,4,0100000009,"Vinsen Firgantoro, S.Kom., M.MSI",0813-1182-3398
202000189,Galih Farida,SI047,Cyber Security,2,0100000011,"Dr. Bakianto Pangestu, S.Kom., M.Kom.",0856-4738-3473
202000148,Gambira Wibowo,SI012,Deep Learning,4,0100000022,"Raharja Farida, S.Kom., M.Kom.",0811-7661-7711
202000664,Sarah Wahyudin,SI051,Matematika Diskrit,3,0100000016,"Bagya Yuliarti, S.T., M.T.",0813-1103-9240
202000016,Adinata Manullang,SI019,Basis Data,4,0100000012,"Dr. Bakda Sihotang, S.T., M.Eng.",0857-8451-4627
202000351,Virman Najmudin,SI024,E-Commerce Strategy,4,0100000008,"Prof. Dr. Emong Haryanto, Ph.D.",0821-0958-4982
202000220,Nasrullah Pranowo,SI076,Teknik Kompilasi,4,0100000038,"Nardi Hassanah, S.T., M.Eng.",0823-8957-8291
202000277,Shakila Sinaga,SI097,Arsitektur Microservices,3,0100000049,"Bagiya Mahendra, S.Kom., M.Kom.",0813-3004-7868
202000085,Ophelia Napitupulu,SI019,Basis Data,4,0100000012,"Dr. Bakda Sihotang, S.T., M.Eng.",0852-8377-7014
202000978,Betania Riyanti,SI094,Cloud Computing,4,0100000015,"Dr. Warsita Ramadan, S.Kom., M.T.",0856-0846-6845
202000936,Harsanto Uwais,SI086,DevOps Engineering,2,0100000039,"Bakiadi Thamrin, S.Kom., M.Kom.",0822-1659-1520
202000748,Umaya Wacana,SI003,Network Security,4,0100000025,"Zalindra Mandasari, S.Kom., M.T.",0851-8765-3269
202000598,Martaka Hakim,SI035,Sistem Pendukung Keputusan,3,0100000011,"Dr. Bakianto Pangestu, S.Kom., M.Kom.",0811-3471-7545
202000313,Karja Prayoga,SI095,Game Development,4,0100000032,"Prof. Dr. Danang Hutapea, M.Kom., Ph.D.",0823-1104-7541
202000844,Darsirah Nuraini,SI058,Visualisasi Data,3,0100000026,"Dr. Oman Maryati, S.T., M.T.",0811-0244-7146
202000817,Aditya Mandasari,SI061,Sistem Pakar,3,0100000023,"Prof. Dr. Prasetyo Sirait, S.Kom., M.MSI",0813-5381-7933
202000905,Purwanto Mustofa,SI024,E-Commerce Strategy,4,0100000008,"Prof. Dr. Emong Haryanto, Ph.D.",0822-9078-5158
202000385,Bakda Situmorang,SI079,Sistem Pendukung Keputusan,2,0100000030,"Gatra Palastri, S.Kom., M.Kom.",0851-1744-5187
202000024,Karsana Gunawan,SI027,Penjaminan Mutu Software,3,0100000013,"Lukman Mulyani, S.T., M.Eng.",0858-0310-5183
202000691,Yulia Uwais,SI024,E-Commerce Strategy,4,0100000008,"Prof. Dr. Emong Haryanto, Ph.D.",0813-7937-1452
202000431,Jail Lazuardi,SI083,Audit Sistem Informasi,4,0100000049,"Bagiya Mahendra, S.Kom., M.Kom.",0823-2704-7743
202000641,Lasmanto Farida,SI046,Arsitektur Microservices,2,0100000048,"Prof. Dr. Violet Farida, Ph.D.",0823-8650-9480
202000324,Zulfa Mangunsong,SI013,Ethical Hacking,4,0100000029,"Ir. Satya Suartini, S.T., M.Eng.",0813-8073-7416
202000482,Umaya Hidayanto,SI053,Analisis Desain Sistem,2,0100000050,"Dr. Cahyanto Prakasa, S.Kom., M.T.",0811-4556-1100
202000081,Belinda Nugroho,SI084,Logika Fuzzy,4,0100000039,"Bakiadi Thamrin, S.Kom., M.Kom.",0852-7694-5314
202000477,Adhiarja Wasita,SI078,Cloud Computing,2,0100000007,"Rina Najmudin, M.Kom., Ph.D.",0853-9141-1739
202000738,Martaka Wibowo,SI072,Big Data Analytics,2,0100000015,"Dr. Warsita Ramadan, S.Kom., M.T.",0812-9196-5701
202000025,Vega Nasyiah,SI087,Virtual Reality,3,0100000033,"Dr. Marwata Wijayanti, S.T., M.Eng.",0822-7382-9973
202000138,Kalim Hariyah,SI035,Sistem Pendukung Keputusan,3,0100000011,"Dr. Bakianto Pangestu, S.Kom., M.Kom.",0853-2675-8692
202000971,Slamet Kusumo,SI045,Arsitektur Komputer,2,0100000022,"Raharja Farida, S.Kom., M.Kom.",0853-0812-1352
202000848,Jarwi Jailani,SI089,Jaringan Syaraf Tiruan,3,0100000045,"Dewi Wastuti, S.Kom., M.MSI",0823-7252-0456
202000368,Ulva Latupono,SI075,Interaksi Manusia dan Komputer,3,0100000016,"Bagya Yuliarti, S.T., M.T.",0821-8999-4043
202000115,Banara Pradana,SI049,PBO Lanjut,2,0100000031,"Langgeng Sinaga, M.Kom., Ph.D.",0852-8755-8867
202000038,Opung Thamrin,SI017,Struktur Data,4,0100000009,"Vinsen Firgantoro, S.Kom., M.MSI",0853-3842-5135
202000109,Ihsan Haryanto,SI014,Digital Forensics,2,0100000043,"Dr. Usyi Uyainah, S.T., M.T.",0811-3482-4771
202000589,Bagus Safitri,SI086,DevOps Engineering,2,0100000039,"Bakiadi Thamrin, S.Kom., M.Kom.",0851-3920-8678
202000114,Caket Usamah,SI041,Quantum Computing Intro,4,0100000044,"Prof. Dr. Rosman Utama, M.Kom., Ph.D.",0853-4044-9972
202000979,Gabriella Budiyanto,SI069,DevOps Engineering,2,0100000031,"Langgeng Sinaga, M.Kom., Ph.D.",0823-0489-2673
202000596,Zulfa Salahudin,SI012,Deep Learning,4,0100000022,"Raharja Farida, S.Kom., M.Kom.",0852-0267-2885
202000175,Ulva Sihotang,SI056,Machine Learning,2,0100000025,"Zalindra Mandasari, S.Kom., M.T.",0812-7744-9058
202000554,Cahyono Saefullah,SI052,Game Development,2,0100000022,"Raharja Farida, S.Kom., M.Kom.",0811-3029-9228
202000293,Radit Usamah,SI094,Cloud Computing,4,0100000015,"Dr. Warsita Ramadan, S.Kom., M.T.",0851-0932-0489
202000622,Hasta Winarno,SI069,DevOps Engineering,2,0100000031,"Langgeng Sinaga, M.Kom., Ph.D.",0811-4618-7234
202000907,Lukman Purwanti,SI053,Analisis Desain Sistem,2,0100000050,"Dr. Cahyanto Prakasa, S.Kom., M.T.",0811-9003-4864
202000262,Tari Maheswara,SI062,ERP Systems,2,0100000009,"Vinsen Firgantoro, S.Kom., M.MSI",0811-5493-2966
202000570,Warsita Wibowo,SI055,Digital Marketing,4,0100000008,"Prof. Dr. Emong Haryanto, Ph.D.",0858-2138-6589
202000811,Paiman Rahimah,SI066,Sistem Tertanam,2,0100000034,"Lantar Samosir, S.Kom., M.T.",0821-2543-1074
202000691,Yulia Uwais,SI054,Data Warehouse,4,0100000029,"Ir. Satya Suartini, S.T., M.Eng.",0813-7937-1452
202000130,Vanesa Yolanda,SI028,Software Testing,4,0100000002,"Bakidin Thamrin, S.Kom., M.Kom.",0822-2104-7095
202000475,Ganjaran Puspasari,SI049,PBO Lanjut,2,0100000031,"Langgeng Sinaga, M.Kom., Ph.D.",0851-1847-2304
202000061,Sabri Padmasari,SI002,Information Retrieval,3,0100000039,"Bakiadi Thamrin, S.Kom., M.Kom.",0821-2870-8317
202000513,Ani Iswahyudi,SI068,Grafika Komputer,2,0100000030,"Gatra Palastri, S.Kom., M.Kom.",0858-9334-7212
202000276,Kayla Sudiati,SI040,Logika Fuzzy,4,0100000018,"Ir. Nasab Hardiansyah, S.Si., M.Cs.",0812-8251-2868
202000468,Lurhur Purnawati,SI034,Statistika Probabilitas,3,0100000037,"Yance Handayani, Ph.D.",0853-3505-8300
202000025,Vega Nasyiah,SI066,Sistem Tertanam,2,0100000034,"Lantar Samosir, S.Kom., M.T.",0822-7382-9973
202000768,Irwan Mangunsong,SI030,Business Intelligence,2,0100000040,"Ir. Paris Fujiati, S.T., M.T.",0822-3009-1093
202000449,Karimah Suryono,SI085,Semantic Web,3,0100000045,"Dewi Wastuti, S.Kom., M.MSI",0852-9727-9855
202000571,Prasetyo Wijayanti,SI012,Deep Learning,4,0100000022,"Raharja Farida, S.Kom., M.Kom.",0858-0260-1279
202000579,Edward Wasita,SI015,Reinforcement Learning,3,0100000014,"Raden Palastri, S.Kom., M.MSI",0856-0426-8181
202000586,Farhunnisa Wibowo,SI005,Komputasi Serverless,4,0100000019,"Talia Sitompul, S.Kom., M.T.",0822-3333-9521
202000503,Cemplunk Pradana,SI038,Sistem Informasi Manajemen,2,0100000038,"Nardi Hassanah, S.T., M.Eng.",0823-8669-3465
202000635,Harjasa Safitri,SI073,Kalkulus II,3,0100000042,"Ir. Balijan Hutagalung, S.T., M.Eng.",0858-2095-9351
202000134,Jamal Nababan,SI011,Blockchain Technology,4,0100000033,"Dr. Marwata Wijayanti, S.T., M.Eng.",0823-1604-8175
202000448,Danang Budiman,SI039,Kalkulus I,4,0100000005,"Yessi Hariyah, S.Si., M.Cs.",0822-5786-1035
202000045,Wahyu Wibowo,SI007,Algoritma Genetika,4,0100000005,"Yessi Hariyah, S.Si., M.Cs.",0822-5053-3158
202000414,Harjaya Hutasoit,SI074,Jaringan Syaraf Tiruan,4,0100000028,"Dr. Samsul Hutapea, S.Kom., M.MSI",0858-2185-1569
202000755,Cawisono Iswahyudi,SI093,Jaringan Komputer,4,0100000049,"Bagiya Mahendra, S.Kom., M.Kom.",0858-4940-7929
202000783,Adinata Najmudin,SI068,Grafika Komputer,2,0100000030,"Gatra Palastri, S.Kom., M.Kom.",0823-0506-1387
202000956,Cindy Wahyudin,SI099,Reinforcement Learning,4,0100000025,"Zalindra Mandasari, S.Kom., M.T.",0852-2760-1227
202000916,Ikhsan Siregar,SI026,Sinyal Digital,2,0100000050,"Dr. Cahyanto Prakasa, S.Kom., M.T.",0813-6693-0089
202000403,Jinawi Hariyah,SI078,Cloud Computing,2,0100000007,"Rina Najmudin, M.Kom., Ph.D.",0852-2099-9347
202000986,Rafi Nashiruddin,SI094,Cloud Computing,4,0100000015,"Dr. Warsita Ramadan, S.Kom., M.T.",0821-5449-2683
202000641,Lasmanto Farida,SI017,Struktur Data,4,0100000009,"Vinsen Firgantoro, S.Kom., M.MSI",0823-8650-9480
202000854,Aurora Hariyah,SI026,Sinyal Digital,2,0100000050,"Dr. Cahyanto Prakasa, S.Kom., M.T.",0858-1671-1207
202000236,Jaga Prasetyo,SI036,Pengembangan Aplikasi Mobile,2,0100000043,"Dr. Usyi Uyainah, S.T., M.T.",0852-9748-0162
202000554,Cahyono Saefullah,SI035,Sistem Pendukung Keputusan,3,0100000011,"Dr. Bakianto Pangestu, S.Kom., M.Kom.",0811-3029-9228
202000523,Cecep Sihotang,SI056,Machine Learning,2,0100000025,"Zalindra Mandasari, S.Kom., M.T.",0823-8112-8801
202000277,Shakila Sinaga,SI058,Visualisasi Data,3,0100000026,"Dr. Oman Maryati, S.T., M.T.",0813-3004-7868
202000968,Kambali Pratama,SI006,Pemrograman Web,2,0100000048,"Prof. Dr. Violet Farida, Ph.D.",0851-1931-8374
202000517,Danu Marpaung,SI021,Semantic Web,3,0100000035,"Tri Suartini, S.Kom., M.MSI",0823-1583-2818
202000121,Ghaliyati Mustofa,SI029,Audit Sistem Informasi,4,0100000046,"Prof. Dr. Galuh Dabukke, S.Si., M.Cs.",0821-4316-1172
202000588,Ayu Namaga,SI068,Grafika Komputer,2,0100000030,"Gatra Palastri, S.Kom., M.Kom.",0856-5794-7284
202000421,Ilyas Waskita,SI041,Quantum Computing Intro,4,0100000044,"Prof. Dr. Rosman Utama, M.Kom., Ph.D.",0811-6762-6765
202000281,Warsita Narpati,SI056,Machine Learning,2,0100000025,"Zalindra Mandasari, S.Kom., M.T.",0853-3028-4395
202000192,Fitria Anggriawan,SI019,Basis Data,4,0100000012,"Dr. Bakda Sihotang, S.T., M.Eng.",0812-8141-2478
202000732,Cakrajiya Hutapea,SI002,Information Retrieval,3,0100000039,"Bakiadi Thamrin, S.Kom., M.Kom.",0823-7724-5992
202000173,Elisa Sihotang,SI009,Aljabar Linear,2,0100000047,"Edison Sudiati, S.T., M.Eng.",0822-3292-1277
202000171,Salman Wahyuni,SI026,Sinyal Digital,2,0100000050,"Dr. Cahyanto Prakasa, S.Kom., M.T.",0851-4535-2181
202000762,Rizki Thamrin,SI094,Cloud Computing,4,0100000015,"Dr. Warsita Ramadan, S.Kom., M.T.",0852-4783-6674
202000962,Erik Mandala,SI096,Natural Language Processing,3,0100000033,"Dr. Marwata Wijayanti, S.T., M.Eng.",0857-5760-2437
202000152,Zamira Puspita,SI002,Information Retrieval,3,0100000039,"Bakiadi Thamrin, S.Kom., M.Kom.",0823-7661-5654
202000368,Ulva Latupono,SI043,Manajemen Pengetahuan,3,0100000034,"Lantar Samosir, S.Kom., M.T.",0821-8999-4043
202000002,Asirwanda Saefullah,SI027,Penjaminan Mutu Software,3,0100000013,"Lukman Mulyani, S.T., M.Eng.",0812-9600-1338
202000780,Asmianto Najmudin,SI028,Software Testing,4,0100000002,"Bakidin Thamrin, S.Kom., M.Kom.",0851-3461-5717
202000022,Dagel Tamba,SI003,Network Security,4,0100000025,"Zalindra Mandasari, S.Kom., M.T.",0851-5787-1331
202000562,Agnes Situmorang,SI067,Rekayasa Perangkat Lunak,2,0100000016,"Bagya Yuliarti, S.T., M.T.",0811-6865-0863
202000386,Farah Aryani,SI032,Jaringan Komputer,3,0100000032,"Prof. Dr. Danang Hutapea, M.Kom., Ph.D.",0811-5349-4937
202000813,Hasan Sihombing,SI038,Sistem Informasi Manajemen,2,0100000038,"Nardi Hassanah, S.T., M.Eng.",0813-5701-6580
202000762,Rizki Thamrin,SI092,Digital Marketing,4,0100000031,"Langgeng Sinaga, M.Kom., Ph.D.",0852-4783-6674
202000413,Ajimat Maryati,SI059,Sistem Operasi,3,0100000034,"Lantar Samosir, S.Kom., M.T.",0821-2525-0029
202000246,Garda Prastuti,SI076,Teknik Kompilasi,4,0100000038,"Nardi Hassanah, S.T., M.Eng.",0853-9623-0913
202000114,Caket Usamah,SI079,Sistem Pendukung Keputusan,2,0100000030,"Gatra Palastri, S.Kom., M.Kom.",0853-4044-9972
202000005,Vicky Palastri,SI001,Pengolahan Citra Digital,2,0100000004,"Dr. Syahrini Natsir, S.Kom., M.Kom.",0812-1615-5940
202000529,Balangga Nainggolan,SI067,Rekayasa Perangkat Lunak,2,0100000016,"Bagya Yuliarti, S.T., M.T.",0856-1476-6072
202000586,Farhunnisa Wibowo,SI099,Reinforcement Learning,4,0100000025,"Zalindra Mandasari, S.Kom., M.T.",0822-3333-9521
202000797,Baktiadi Wulandari,SI073,Kalkulus II,3,0100000042,"Ir. Balijan Hutagalung, S.T., M.Eng.",0857-7722-0054
202000093,Bambang Permadi,SI016,Manajemen Proyek TI,4,0100000022,"Raharja Farida, S.Kom., M.Kom.",0812-1671-9022
202000259,Setya Hidayat,SI016,Manajemen Proyek TI,4,0100000022,"Raharja Farida, S.Kom., M.Kom.",0851-7240-0499
202000416,Aisyah Puspita,SI001,Pengolahan Citra Digital,2,0100000004,"Dr. Syahrini Natsir, S.Kom., M.Kom.",0813-8953-9264
202000024,Karsana Gunawan,SI075,Interaksi Manusia dan Komputer,3,0100000016,"Bagya Yuliarti, S.T., M.T.",0858-0310-5183
202000978,Betania Riyanti,SI012,Deep Learning,4,0100000022,"Raharja Farida, S.Kom., M.Kom.",0856-0846-6845
202000394,Gaduh Fujiati,SI073,Kalkulus II,3,0100000042,"Ir. Balijan Hutagalung, S.T., M.Eng.",0812-2775-6185
202000772,Oman Latupono,SI095,Game Development,4,0100000032,"Prof. Dr. Danang Hutapea, M.Kom., Ph.D.",0823-0442-7173
202000643,Omar Mustofa,SI020,Sistem Terdistribusi,4,0100000045,"Dewi Wastuti, S.Kom., M.MSI",0853-6338-3928
202000841,Ilyas Sitorus,SI031,Metodologi Agile,3,0100000024,"Hardi Mandasari, S.Kom., M.Kom.",0812-9610-6462
202000507,Keisha Gunarto,SI026,Sinyal Digital,2,0100000050,"Dr. Cahyanto Prakasa, S.Kom., M.T.",0856-9684-6081
202000957,Jarwi Winarno,SI059,Sistem Operasi,3,0100000034,"Lantar Samosir, S.Kom., M.T.",0852-7079-3349
202000760,Jamalia Sitompul,SI075,Interaksi Manusia dan Komputer,3,0100000016,"Bagya Yuliarti, S.T., M.T.",0856-2766-3723
202000690,Olga Januar,SI069,DevOps Engineering,2,0100000031,"Langgeng Sinaga, M.Kom., Ph.D.",0813-9826-6570
202000592,Jaeman Iswahyudi,SI094,Cloud Computing,4,0100000015,"Dr. Warsita Ramadan, S.Kom., M.T.",0856-4284-3479
202000471,Heryanto Utami,SI095,Game Development,4,0100000032,"Prof. Dr. Danang Hutapea, M.Kom., Ph.D.",0856-8562-5753
202000734,Ega Haryanto,SI080,Manajemen Proyek TI,2,0100000005,"Yessi Hariyah, S.Si., M.Cs.",0852-6963-9382
202000046,Kayun Uyainah,SI050,Bioinformatika,2,0100000038,"Nardi Hassanah, S.T., M.Eng.",0851-9232-2602
202000010,Cornelia Suartini,SI070,Pemrograman Mikrokontroler,2,0100000026,"Dr. Oman Maryati, S.T., M.T.",0851-4835-0305
202000815,Kajen Siregar,SI094,Cloud Computing,4,0100000015,"Dr. Warsita Ramadan, S.Kom., M.T.",0823-0850-1657
202000345,Putri Nasyidah,SI039,Kalkulus I,4,0100000005,"Yessi Hariyah, S.Si., M.Cs.",0851-7677-2190
202000557,Adhiarja Suryono,SI011,Blockchain Technology,4,0100000033,"Dr. Marwata Wijayanti, S.T., M.Eng.",0852-2369-2929
202000436,Agnes Saefullah,SI062,ERP Systems,2,0100000009,"Vinsen Firgantoro, S.Kom., M.MSI",0821-2061-6329
202000265,Rendy Simbolon,SI050,Bioinformatika,2,0100000038,"Nardi Hassanah, S.T., M.Eng.",0856-9045-3017
202000251,Nilam Melani,SI006,Pemrograman Web,2,0100000048,"Prof. Dr. Violet Farida, Ph.D.",0821-4437-5758
202000052,Cahyadi Prabowo,SI003,Network Security,4,0100000025,"Zalindra Mandasari, S.Kom., M.T.",0812-6934-0608
202000944,Bala Yuniar,SI077,E-Commerce Strategy,3,0100000036,"Dr. Simon Marbun, S.T., M.Eng.",0851-6108-5732
202000836,Danuja Prasasta,SI076,Teknik Kompilasi,4,0100000038,"Nardi Hassanah, S.T., M.Eng.",0853-7186-3759
202000528,Wahyu Zulkarnain,SI036,Pengembangan Aplikasi Mobile,2,0100000043,"Dr. Usyi Uyainah, S.T., M.T.",0858-9015-8144
